soLuong,is_dangBaoChe_missing,so_luong_hoat_chat,hl_chinh_mg,tong_hl_phu_mg,tong_hl_iu,hc_phu_Hydroclorothiazid,hc_phu_Ibuprofen,hc_phu_Bchlinh,hc_phu_Camtho,hc_phu_Pyridoxinhydroclorid,hc_phu_Clorpheniraminmaleat,hc_phu_ngquy,hc_phu_Cafein,hc_phu_Phenylephrinhydroclorid,hc_phu_Trimethoprim,hc_phu_Hydrochlorothiazide,hc_phu_Guaifenesin,hc_phu_ngsm,hc_phu_Ezetimibe,hc_phu_PhenylephrinHCl,hc_phu_Hoisn,hc_phu_DextromethorphanHBr,hc_phu_Bchthc,hc_phu_Mchmn,hc_phu_Xuynkhung,hc_phu_Natribicarbonat,hc_phu_Phclinh,hc_phu_Munb,hc_phu_Sinha,hc_phu_Acidfolic,hc_phu_Trcht,hc_phu_VitaminD3,hc_phu_Huynsm,hc_phu_Ctcnh,hc_phu_Simethicon,hc_phu_Thca,hc_phu_Cyanocobalamin,hc_phu_Bchtrut,hc_phu_Acidclavulanic,hc_phu_Nicotinamid,hc_phu_Ttn,hc_phu_Magnesihydroxyd,hc_phu_Kaliclorid,hc_phu_Simvastatin,hc_phu_VitaminVitaminB6,hc_phu_Hongk,hc_phu_Tinhdubch,hc_phu_VitaminPP,hc_phu_Hesperidin,hc_phu_Cholecalciferol,hc_phu_VitaminVitaminB12,hc_phu_Snth,hc_phu_Ngvt,hc_phu_Toantonhn,hc_phu_Vinch,doanhNghiepSanXuat_encoded,nuocSanXuat_encoded,dangBaoChe_final_encoded,hoat_chat_chinh_encoded,loaiDongGoiChinh_encoded,donViCoSo_encoded
280.0,0,1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597.123839999999,5718.406196636232,4580.532385650041,14524.848666666667,4843.539001709401,4442.153381439032
360000.0,0,1,600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2816.4,5775.945523801653,4442.153381439032
30.0,0,1,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
6000.0,0,1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4007.2243367346937,5718.406196636232,4580.532385650041,4081.428,4843.539001709401,4442.153381439032
28.0,0,2,300.0,12.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5339.2830188679245,5718.406196636232,4580.532385650041,3243.75,4843.539001709401,4442.153381439032
400.0,0,1,2476.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8440.0,5718.406196636232,7469.3485745945945,6255.2012155012635,5976.059772554348,8241.263976737968
160.0,0,1,650.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5339.2830188679245,5718.406196636232,4580.532385650041,3194.0769278846155,11549.67535135135,4442.153381439032
324000000.0,0,1,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,7257.545454545455,5775.945523801653,4442.153381439032
4800000000000000.0,0,1,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2773.4770588235297,8062.490586826348,4442.153381439032
3750000.0,0,1,1000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786.6249921875,5718.406196636232,7469.3485745945945,4210.536363636364,5976.059772554348,10357.895950980392
30.0,0,1,400.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.916201117318,5718.406196636232,4580.532385650041,5829.461538461538,4843.539001709401,4442.153381439032
100.0,0,1,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544.9655172413795,5718.406196636232,4580.532385650041,2435.8818181818183,4843.539001709401,4442.153381439032
3000.0,0,1,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,3965.299045015106,4656.3862375,4843.539001709401,4442.153381439032
1800.0,0,1,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
48000.0,0,2,300.0,8350.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,5200.088,6255.2012155012635,5976.059772554348,8241.263976737968
30.0,0,1,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2706.8571428571427,4843.539001709401,4442.153381439032
21.0,0,1,1000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.916201117318,5718.406196636232,4580.532385650041,6058.223317647059,4843.539001709401,4442.153381439032
225000000000.0,0,1,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2098.0,5775.945523801653,4442.153381439032
30.0,0,1,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.916201117318,5718.406196636232,4580.532385650041,19659.2,4843.539001709401,4442.153381439032
150.0,0,1,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
30.0,0,1,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265.872105263158,5718.406196636232,4580.532385650041,10299.291333333333,4843.539001709401,4442.153381439032
30.0,0,6,6.0,678.69,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,11554.670273972604,7386.58,5775.945523801653,10357.895950980392
10.0,0,4,200.0,80.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,4074.1349999999998,4843.539001709401,4442.153381439032
1176000.0,0,1,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.194615384616,5718.406196636232,4580.532385650041,7190.455714285715,4843.539001709401,4442.153381439032
40000000.0,0,1,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,3965.299045015106,2538.805375,8062.490586826348,4442.153381439032
300.0,0,1,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6567.277227722772,5718.406196636232,4580.532385650041,7304.275000000001,4843.539001709401,4442.153381439032
30.0,0,1,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,11554.670273972604,3923.1708333333336,8062.490586826348,10357.895950980392
120.0,0,1,250.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544.9655172413795,5718.406196636232,2996.9733333333334,3194.0769278846155,5976.059772554348,8241.263976737968
12000.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,11568.90056557377,8638.586333333333,5775.945523801653,10357.895950980392
30.0,0,1,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
22500000000000.0,0,1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,1063.7066666666667,5775.945523801653,4442.153381439032
3000.0,0,1,1.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2988.2631578947367,4843.539001709401,4442.153381439032
200000000000.0,0,5,2.0,34.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,1297.5555555555557,8062.490586826348,4442.153381439032
150000.0,0,1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3738.967777777778,5718.406196636232,4580.532385650041,11820.217391304348,4843.539001709401,4442.153381439032
100.0,0,1,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,3965.299045015106,1673.1174791666665,4843.539001709401,4442.153381439032
7200.0,0,1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299.333333333333,5718.406196636232,3965.299045015106,6255.2012155012635,4843.539001709401,4442.153381439032
1500.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,3965.299045015106,4656.3862375,4843.539001709401,4442.153381439032
20.0,0,1,250.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,590.3333333333334,4843.539001709401,4442.153381439032
1800.0,0,1,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,3151.3300000000004,4843.539001709401,4442.153381439032
1500.0,0,1,7.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,1559.8168709677418,4843.539001709401,4442.153381439032
150.0,0,1,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6872.154,4843.539001709401,4442.153381439032
30.0,0,1,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2988.2631578947367,4843.539001709401,4442.153381439032
30.0,0,1,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.916201117318,5718.406196636232,4580.532385650041,3868.5,4843.539001709401,4442.153381439032
30.0,0,1,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,3492.4692307692308,4843.539001709401,4442.153381439032
1500000.0,0,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
150000.0,0,2,20.0,12.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.916201117318,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
200.0,0,1,250.0,0.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
30000.0,0,1,10000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,5571.73352631579,6255.2012155012635,5976.059772554348,8241.263976737968
32400000000.0,0,1,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
30.0,0,1,9.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.916201117318,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
1800.0,0,1,75.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7851.979,5718.406196636232,3965.299045015106,6638.048378378378,4843.539001709401,4442.153381439032
387601296000.0,0,1,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,3965.299045015106,231.76458571428572,4843.539001709401,4442.153381439032
3000.0,0,7,750.0,4650.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,6470.3,6255.2012155012635,5976.059772554348,8241.263976737968
30.0,0,1,2.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597.123839999999,5718.406196636232,4580.532385650041,1226.8994736842105,4843.539001709401,4442.153381439032
100.0,0,1,100.0,5000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,8293.149062827224,2532.983238095238,7979.955586065574,10357.895950980392
10000.0,0,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,11568.90056557377,8638.586333333333,5775.945523801653,10357.895950980392
100.0,0,1,750.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441.14705882353,5718.406196636232,4580.532385650041,6984.6125,4843.539001709401,4442.153381439032
64800.0,0,1,0.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
50.0,0,2,500.0,0.0,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
324000000.0,0,1,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,19659.2,5775.945523801653,4442.153381439032
7200000000.0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597.123839999999,5718.406196636232,4580.532385650041,15718.87157142857,4843.539001709401,4442.153381439032
50.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6288.100123893805,5718.406196636232,4580.532385650041,6255.2012155012635,4843.539001709401,4442.153381439032
60.0,0,1,8.0,5000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,8293.149062827224,7438.655555555555,5775.945523801653,10357.895950980392
500.0,0,4,3000.0,1775.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,11568.90056557377,8638.586333333333,5775.945523801653,10357.895950980392
100.0,0,1,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,4015.4060000000004,4843.539001709401,4442.153381439032
9000000.0,0,1,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597.123839999999,5718.406196636232,4580.532385650041,1250.105,4843.539001709401,4442.153381439032
6000000.0,0,1,1000.0,10000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,8293.149062827224,6255.2012155012635,5976.059772554348,10357.895950980392
42.0,0,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8440.0,5718.406196636232,8772.782857142856,6255.2012155012635,7979.955586065574,8241.263976737968
30.0,0,1,120.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7851.979,5718.406196636232,3965.299045015106,8577.333333333334,4843.539001709401,4442.153381439032
1500.0,0,1,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,3965.299045015106,9116.248333333333,4843.539001709401,4442.153381439032
5000.0,0,2,160.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,4942.6,4843.539001709401,4442.153381439032
1800000000.0,0,2,8.0,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.622726833334,5718.406196636232,4580.532385650041,2707.3333333333335,5775.945523801653,4442.153381439032
300.0,0,1,600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8317.336205479452,5718.406196636232,4580.532385650041,9948.555555555555,4843.539001709401,4442.153381439032
5.0,0,1,5000.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4007.2243367346937,5718.406196636232,13129.363612903226,7962.328888888889,11549.67535135135,8241.263976737968
500.0,0,2,500.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6567.277227722772,5718.406196636232,4580.532385650041,3194.0769278846155,4843.539001709401,4442.153381439032
5760.0,0,1,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786.6249921875,5718.406196636232,7469.3485745945945,4356.704285714285,5976.059772554348,8241.263976737968
5.184e+23,0,1,375.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845.103090909091,5718.406196636232,3965.299045015106,3923.1708333333336,5775.945523801653,4442.153381439032
